Attacker_Name,sessions,activity_recorded,activity_per_session
CB570 (Morfin),2,4,2.0
CB570 (Peter Quill),2,34,17.0
CB570 (Shadow Trader),4,19,4.75
CB570 (ShivasJoy),1,1,1.0
CB570 (SouthStarO5),2,6,3.0
CB570 (Squid DM),2,21,10.5
CB570 (Tenshi),1,1,1.0
CB570 (crop octagon),1,1,1.0
CB570 (larjulan),1,8,8.0
CB571 (Activate Myriad),1,21,21.0
CB571 (Bucaneer),1,1,1.0
CB571 (Enduros),1,4,4.0
CB571 (Flameone),1,9,9.0
CB571 (Frailty),1,6,6.0
CB571 (Government Hoover),2,6,3.0
CB571 (MasterBate),1,1,1.0
CB571 (Muffasa),8,37,4.625
CB571 (Pod Wrecker),2,2,1.0
CB571 (Qu4NtuM),3,38,12.666666666666666
CB571 (Shadow Trader),11,176,16.0
CB571 (ShivasJoy),1,1,1.0
CB571 (SouthStarO5 Sd),1,11,11.0
CB571 (Squid DM),1,3,3.0
CB571 (Yehaaaaaaaaaaa),3,17,5.666666666666667
CB571 (bloodybirne),2,17,8.5
CB572 (Darkhaven),2,2,1.0
CB572 (Defcon22),1,5,5.0
CB572 (Droid3t),1,2,2.0
CB572 (Eia),5,13,2.6
CB572 (Ethereal Theta),1,1,1.0
CB572 (MOTAA),2,15,7.5
CB572 (Naalu Collective),1,1,1.0
CB572 (Paradise Lost),2,2,1.0
CB572 (Qu4NtuM),1,29,29.0
CB572 (SouthStarO5),1,4,4.0
CB572 (Storwix1),1,2,2.0
CB572 (Terrance),1,4,4.0
CB572 (bloodybirne),1,2,2.0
CB572 (njalla),1,2,2.0
CB572 (shmJmeel),1,1,1.0
CB572 (ummmmmmmmm),2,28,14.0
CB573 (Badunka),25,142,5.68
CB573 (BlackZZ),3,3,1.0
CB573 (FOXJOKE),1,1,1.0
CB573 (Hurrricane),2,2,1.0
CB573 (KingOfTheSouth),3,13,4.333333333333333
CB573 (Peach Cobler),1,1,1.0
CB573 (Pung),2,4,2.0
CB573 (Shadow Trader),4,25,6.25
CB573 (StellarProbe),1,1,1.0
CB573 (Tripitaka),1,18,18.0
CB573 (WingCommander),1,2,2.0
CB573 (ZoltanXPS),1,3,3.0
CB573 (Zooz),3,11,3.6666666666666665
CB573 (bloodybirne),1,3,3.0
CB573 (gorkg),1,3,3.0
CB574 (Archipelago),1,13,13.0
CB574 (Captain Doge),1,2,2.0
CB574 (Droid3t),1,4,4.0
CB574 (Junko),7,398,56.857142857142854
CB574 (ReVityyfc),1,1,1.0
CB574 (Real E11),40,121,3.025
CB574 (SonataPinata),1,5,5.0
CB574 (Trenton II),1,3,3.0
CB574 (dotLuna),1,1,1.0
CB574 (ummmmmmmmm),3,64,21.333333333333332
CB575 (ACE),1,6,6.0
CB575 (Bready),1,2,2.0
CB575 (Cammers),1,1,1.0
CB575 (DefinitelynotDingus),2,8,4.0
CB575 (Epimetheus),1,15,15.0
CB575 (Fnor),1,1,1.0
CB575 (Glen),1,3,3.0
CB575 (Granger),4,10,2.5
CB575 (Livallial),2,7,3.5
CB575 (Peter Quill),1,1,1.0
CB575 (Savion),1,1,1.0
CB575 (Slizer88),2,4,2.0
CB575 (SouthStarO5 Sd),2,2,1.0
CB575 (Telemachus),1,2,2.0
CB575 (Time Cop),5,10,2.0
CB575 (valkyre),2,7,3.5
CB576 (Badunka),4,10,2.5
CB576 (Battlecruiser Hero lll),1,1,1.0
CB576 (Big E),1,1,1.0
CB576 (Bludz),4,24,6.0
CB576 (Damio),2,61,30.5
CB576 (Darkhaven),1,2,2.0
CB576 (Eia),1,1,1.0
CB576 (FOXJOKE),3,8,2.6666666666666665
CB576 (HellSpreader2),2,4,2.0
CB576 (KingOfTheNorth),1,3,3.0
CB576 (Marsian Mahem),1,2,2.0
CB576 (OG Snooks),1,1,1.0
CB576 (SouthStarO5),1,1,1.0
CB576 (Virtual Dream),1,5,5.0
CB576 (YoFurry),1,2,2.0
CB576 (dam it),3,12,4.0
CB577 (Carbon),1,4,4.0
CB577 (Cosplay),1,2,2.0
CB577 (Darkhaven),2,9,4.5
CB577 (DownAndBelow),1,1,1.0
CB577 (Droid3t),1,1,1.0
CB577 (Earthkeeper),1,1,1.0
CB577 (FeiFei),1,16,16.0
CB577 (Government Hoover),2,2,1.0
CB577 (HusTomten),3,5,1.6666666666666667
CB577 (Imperator Princeps),3,7,2.3333333333333335
CB577 (Level 6 Technology),2,11,5.5
CB577 (Libra-L7),1,39,39.0
CB577 (Point Disarray),4,37,9.25
CB577 (Qu4NtuM),1,1,1.0
CB577 (Savion),1,2,2.0
CB577 (Undead kightkiller),1,11,11.0
CB577 (ZoltanXPS),1,1,1.0
CB578 (Archipelago),2,9,4.5
CB578 (Barony of Letnev),1,1,1.0
CB578 (Cina),1,1,1.0
CB578 (Corrupted Seeker),1,1,1.0
CB578 (Cosplay),1,2,2.0
CB578 (Darkhaven),4,20,5.0
CB578 (Deslock35),1,12,12.0
CB578 (FOXJOKE),1,1,1.0
CB578 (Frailty),2,2,1.0
CB578 (Glen),5,9,1.8
CB578 (Good Bird),4,197,49.25
CB578 (Government Hoover),1,2,2.0
CB578 (Heubert),1,3,3.0
CB578 (Libra-L7),1,1,1.0
CB578 (Mister Potato Head),2,4,2.0
CB578 (ReVityyfc),1,1,1.0
CB578 (Sardakk Norr),3,3,1.0
CB578 (Swog16),1,8,8.0
CB578 (Terrance),1,3,3.0
CB578 (Verbera_meam_simian),4,46,11.5
CB578 (crop octagon),1,1,1.0
CB578 (iPod),1,59,59.0
CB578 (urgg the smelly),8,15,1.875
CB578 (woody),1,2,2.0
CB579 (Accidental Child),2,6,3.0
CB579 (Archipelago),3,16,5.333333333333333
CB579 (FOXJOKE),1,6,6.0
CB579 (Good Bird),4,47,11.75
CB579 (HellSpreader2),1,1,1.0
CB579 (KingOfTheEast),12,25,2.0833333333333335
CB579 (Libra-L7),1,1,1.0
CB579 (Mista Skidda),1,4,4.0
CB579 (Noodle420),1,1,1.0
CB579 (OG Snooks),2,27,13.5
CB579 (Peter Quill),1,2,2.0
CB579 (Scotch Bingington),2,3,1.5
CB579 (Shadow Trader),3,77,25.666666666666668
CB579 (SpaceLilly),2,8,4.0
CB579 (Squid DM),1,1,1.0
CB579 (Swoge),1,1,1.0
CB579 (Ungodly Planet),3,62,20.666666666666668
CB579 (UnicornFlash),1,11,11.0
CB579 (WhyTry),1,1,1.0
CB579 (ZGMF),1,1,1.0
CB579 (black_eagle),4,28,7.0
CB579 (firestarspelt),1,9,9.0
CB58 (Bantz2K14),2,7,3.5
CB58 (Bendis),1,10,10.0
CB58 (Cragthorn),6,6,1.0
CB58 (Damio),1,6,6.0
CB58 (Darkhaven),1,1,1.0
CB58 (F4MINE),2,26,13.0
CB58 (Flagship Bucephalus),1,1,1.0
CB58 (Gaping Augmenter Slot),1,3,3.0
CB58 (Lazerus),2,20,10.0
CB58 (PandemicRoyale),1,3,3.0
CB58 (Peter Quill),1,3,3.0
CB58 (Reiga),1,1,1.0
CB58 (SaintOfKillers),5,9,1.8
CB58 (Sandor),2,11,5.5
CB58 (Scarr),3,83,27.666666666666668
CB58 (The Follies of Midas),6,54,9.0
CB58 (The Master Of Masks),2,5,2.5
CB58 (Zaknefien),11,42,3.8181818181818183
CB58 (ada153),2,5,2.5
CB58 (iPod),1,5,5.0
CB58 (kwilson),1,18,18.0
CB58 (xElite Kingx),1,1,1.0
CB580 (Activate Cyno),4,60,15.0
CB580 (Adamantium),6,34,5.666666666666667
CB580 (Crade),1,1,1.0
CB580 (Durvofei),2,8,4.0
CB580 (Eia),1,4,4.0
CB580 (Fuzzy),1,1,1.0
CB580 (HusTomten),3,3,1.0
CB580 (Jon Roy),1,15,15.0
CB580 (Snimals),1,1,1.0
CB580 (Spiritbox),6,39,6.5
CB580 (YoFurry),1,4,4.0
CB580 (ada153),1,1,1.0
CB580 (xElite Kingx),1,1,1.0
CB581 (ACE),1,11,11.0
CB581 (Anti Matter),4,19,4.75
CB581 (Atuxiu),1,10,10.0
CB581 (Banshee),1,6,6.0
CB581 (Bready),3,31,10.333333333333334
CB581 (Darkhaven),2,2,1.0
CB581 (Ghost of Creus),5,11,2.2
CB581 (Gradient),4,20,5.0
CB581 (Myght Guy),3,8,2.6666666666666665
CB581 (Shadow Trader),13,154,11.846153846153847
CB581 (Swog15),3,5,1.6666666666666667
CB581 (Terrance),1,1,1.0
CB581 (Undead kightkiller),1,1,1.0
CB581 (Unicorn9),1,1,1.0
CB581 (Vennst),1,2,2.0
CB581 (ZoltanXPS),1,2,2.0
CB581 (hellguard3),1,2,2.0
CB581 (xDrag0nx),11,130,11.818181818181818
CB581 (xElite Kingx),1,1,1.0
CB581 (xeb0la),1,3,3.0
CB582 (8Ball),1,3,3.0
CB582 (Citala),1,8,8.0
CB582 (Drushem1),3,18,6.0
CB582 (Enduros),1,10,10.0
CB582 (Hellfrost),2,17,8.5
CB582 (KingOfTheEast),1,4,4.0
CB582 (PhaseMacaw),1,1,1.0
CB582 (Snimals),2,9,4.5
CB582 (SouthStarO5),1,15,15.0
CB582 (Still Free27),1,16,16.0
CB582 (Y O Y),5,12,2.4
CB582 (Yehaaaaaaaaaaa),4,22,5.5
CB583 (Bucaneer),1,8,8.0
CB583 (Eia),3,19,6.333333333333333
CB583 (FOXJOKE),2,4,2.0
CB583 (FeiFei),21,316,15.047619047619047
CB583 (MistOfSteel),2,7,3.5
CB583 (Mr Popup),2,8,4.0
CB583 (NukeACow),4,287,71.75
CB583 (Point Disarray),6,29,4.833333333333333
CB583 (Spiritbox),1,13,13.0
CB583 (Teeth35),1,2,2.0
CB583 (TheMerno),1,3,3.0
CB583 (Traveller),1,2,2.0
CB583 (chaser12),1,1,1.0
CB583 (dotLuna),1,8,8.0
CB583 (ullisses2),1,1,1.0
CB584 (Archipelago),1,10,10.0
CB584 (Bucaneer),1,4,4.0
CB584 (Budis),2,6,3.0
CB584 (Crade),1,5,5.0
CB584 (Damen),5,17,3.4
CB584 (Darkhaven),2,8,4.0
CB584 (DefinitelynotDingus),1,3,3.0
CB584 (Gunz King),7,21,3.0
CB584 (Hebe),1,6,6.0
CB584 (Interstellar),1,2,2.0
CB584 (Khaak),1,3,3.0
CB584 (Mammoth Tank),1,1,1.0
CB584 (Nefertiri),3,8,2.6666666666666665
CB584 (SouthStarO5),2,67,33.5
CB584 (Spiritbox),4,31,7.75
CB584 (T3MP),2,22,11.0
CB584 (cat jumper),2,3,1.5
CB584 (demonduo),1,3,3.0
CB585 (Archipelago),1,27,27.0
CB585 (Budis),1,2,2.0
CB585 (Defense magic),1,1,1.0
CB585 (Government Hoover),1,2,2.0
CB585 (Kalthi Wrathful Deployer),1,1,1.0
CB585 (Old Lazerus),1,1,1.0
CB585 (Peter Quill),1,2,2.0
CB585 (ShivasJoy),1,1,1.0
CB585 (Skynet-Slaver),2,7,3.5
CB585 (Snimals),3,5,1.6666666666666667
CB585 (Ungodly Planet),1,6,6.0
CB585 (bloodybirne),1,3,3.0
CB585 (shoot me nao),1,13,13.0
CB585 (ummmmmmmmm),29,223,7.689655172413793
CB586 (Aeonx),2,23,11.5
CB586 (Bendis),1,3,3.0
CB586 (Cina),1,1,1.0
CB586 (Comander),3,9,3.0
CB586 (Crade),1,5,5.0
CB586 (Darkhaven),1,1,1.0
CB586 (FeiFei),4,80,20.0
CB586 (Hellfrost),1,1,1.0
CB586 (KingOfTheEast),4,6,1.5
CB586 (Lazerus-II),3,19,6.333333333333333
CB586 (NukeACow),1,4,4.0
CB586 (Still Free27),1,2,2.0
CB586 (Trevor),1,3,3.0
CB586 (ummmmmmmmm),4,16,4.0
CB587 (Castlevania),2,2,1.0
CB587 (HellSpreader2),2,11,5.5
CB587 (Heubert),1,1,1.0
CB587 (Ixius),2,3,1.5
CB587 (Libra-L7),3,33,11.0
CB587 (Orders),1,1,1.0
CB587 (ReVityyfc),1,2,2.0
CB587 (Spirit of the Healer),3,26,8.666666666666666
CB587 (larjulam),2,7,3.5
CB588 (Arthur Dent),1,29,29.0
CB588 (Banshee),3,17,5.666666666666667
CB588 (Darkhaven),1,1,1.0
CB588 (Delete),3,11,3.6666666666666665
CB588 (Eia),1,1,1.0
CB588 (FeiFei),1,5,5.0
CB588 (Glen),2,6,3.0
CB588 (Ixius),1,1,1.0
CB588 (Jon Roy),16,95,5.9375
CB588 (Lazerus),2,15,7.5
CB588 (OG Snooks),1,3,3.0
CB588 (Oddity),2,19,9.5
CB588 (Paradise Lost),1,1,1.0
CB588 (Schwarm),3,3,1.0
CB588 (Titaniumizer),1,2,2.0
CB588 (Undead kightkiller),2,2,1.0
CB588 (bloodybirne),1,14,14.0
CB588 (chaser11),1,3,3.0
CB588 (shmJmeel),1,1,1.0
CB589 (Archipelago),1,1,1.0
CB589 (Blue Moon),10,17,1.7
CB589 (Candor),1,1,1.0
CB589 (Darkhaven),4,8,2.0
CB589 (DefinitelynotDingus),1,7,7.0
CB589 (HighVelocityHarry),2,12,6.0
CB589 (JaceGannon),1,2,2.0
CB589 (Libra-L7),1,4,4.0
CB589 (Noint),1,1,1.0
CB589 (Schwarm),1,4,4.0
CB589 (ShivasJoy),2,5,2.5
CB589 (Slizer88),1,15,15.0
CB589 (Typhoon),1,1,1.0
CB589 (Unicorn9),1,3,3.0
CB589 (ZoltanXPS),1,2,2.0
CB589 (dam it),1,1,1.0
CB589 (gorkg),1,4,4.0
CB589 (iPod),1,9,9.0
CB589 (larjulan),2,42,21.0
CB59 (Comandor_J),1,1,1.0
CB59 (Croatian Madman),1,4,4.0
CB59 (DoW),4,37,9.25
CB59 (Fraspex),1,1,1.0
CB59 (Gradient),2,13,6.5
CB59 (JaceGannon),1,2,2.0
CB59 (MDK),2,141,70.5
CB59 (Orphan Sonatian),1,1,1.0
CB59 (Qu4NtuM),2,5,2.5
CB59 (Ranger Danger),1,2,2.0
CB59 (Scatologist),1,24,24.0
CB59 (SouthStarO5),1,1,1.0
CB59 (Spiritbox),1,7,7.0
CB59 (The Murdery Boy),1,4,4.0
CB59 (Vegeta),1,1,1.0
CB59 (Venutian-Chaos),1,5,5.0
CB59 (bloodybirne),1,5,5.0
CB59 (schizoid embolism),1,1,1.0
CB59 (xElite Kingx),1,3,3.0
CB590 (Activate Myriad),1,23,23.0
CB590 (Darkhaven),2,3,1.5
CB590 (DozdikDrone),1,1,1.0
CB590 (Droid3t),1,1,1.0
CB590 (Frailty),4,11,2.75
CB590 (OG Snooks),1,1,1.0
CB590 (Qu4NtuM),2,30,15.0
CB590 (Splatts),5,20,4.0
CB590 (The Master Of Masks),1,4,4.0
CB590 (bloodybirne),3,10,3.3333333333333335
CB590 (ummmmmmmmm),2,3,1.5
CB591 (Barrett50),1,9,9.0
CB591 (Cerus),3,23,7.666666666666667
CB591 (Darkhaven),4,12,3.0
CB591 (Earwig),1,1,1.0
CB591 (Jon Roy),4,13,3.25
CB591 (Libra-L7),1,3,3.0
CB591 (Ordo),1,5,5.0
CB591 (SouthStarO5 Sd),1,1,1.0
CB591 (Telemachus),1,1,1.0
CB591 (Time Cop),2,4,2.0
CB591 (Tourist),1,2,2.0
CB591 (Tradgardstomten),2,3,1.5
CB591 (Ungodly Planet),1,8,8.0
CB591 (WhyTry),2,3,1.5
CB591 (Willy Lowman),14,119,8.5
CB591 (Woozy),5,17,3.4
CB591 (Zena),1,1,1.0
CB591 (gorkg),1,1,1.0
CB592 (Darkhaven),1,3,3.0
CB592 (Eia),5,33,6.6
CB592 (Enduros),4,19,4.75
CB592 (GAT01),2,3,1.5
CB592 (Ixius),1,9,9.0
CB592 (Luminous),11,69,6.2727272727272725
CB592 (Nostromontous),1,4,4.0
CB592 (ShivasJoy),1,2,2.0
CB592 (Space Anomaly),5,8,1.6
CB592 (SpaceLilly),2,45,22.5
CB592 (ada153),2,2,1.0
CB592 (iPod),3,10,3.3333333333333335
CB592 (kwilson),1,5,5.0
CB593 (Aeonx),1,2,2.0
CB593 (Aquistitor),1,2,2.0
CB593 (Bucaneer),1,1,1.0
CB593 (Cockroach),1,1,1.0
CB593 (Darkhaven),2,4,2.0
CB593 (Ghost of Creus),2,5,2.5
CB593 (HighVelocityHarry),1,2,2.0
CB593 (Hooch Dealer),8,19,2.375
CB593 (Jimo),1,1,1.0
CB593 (Libra-L7),2,2,1.0
CB593 (OG Snooks),3,7,2.3333333333333335
CB593 (Scatologist),2,7,3.5
CB593 (Spacer),3,8,2.6666666666666665
CB593 (Still Free27),1,9,9.0
CB593 (chaser12),1,1,1.0
CB593 (xElite Kingx),1,6,6.0
CB594 (Awiiz),1,1,1.0
CB594 (CoronaVirus),1,8,8.0
CB594 (DefinitelynotDingus),1,10,10.0
CB594 (DreadLordNaf),1,2,2.0
CB594 (FOXJOKE),1,1,1.0
CB594 (Glen),3,7,2.3333333333333335
CB594 (God of Thunder),4,7,1.75
CB594 (Granger),1,1,1.0
CB594 (Muffasa),7,42,6.0
CB594 (Naalu Collective),1,9,9.0
CB594 (NathanExplosion),1,1,1.0
CB594 (Nefertiri),6,27,4.5
CB594 (Nevyn),2,3,1.5
CB594 (Nobus),1,1,1.0
CB594 (Nostromontous),1,2,2.0
CB594 (Still Free27),1,1,1.0
CB594 (Thunderflash),2,11,5.5
CB594 (Undead kightkiller),2,7,3.5
CB594 (Vagrant),1,9,9.0
CB594 (chaser12),1,2,2.0
CB594 (mashal II),2,2,1.0
CB595 (FOXJOKE),1,2,2.0
CB595 (FriendlyUndertaker),2,4,2.0
CB595 (KGB),1,1,1.0
CB595 (Libra-L7),1,18,18.0
CB595 (MDK),14,159,11.357142857142858
CB595 (MasterBate),1,1,1.0
CB595 (OG Snooks),3,20,6.666666666666667
CB595 (Pleine lune),1,1,1.0
CB595 (RussianPower),1,1,1.0
CB595 (SETI),6,9,1.5
CB595 (Telemachus),1,1,1.0
CB595 (ZGMF),1,2,2.0
CB595 (ada153),1,1,1.0
CB595 (bloodybirne),2,17,8.5
CB595 (gorkg),1,2,2.0
CB595 (hcythcycgctjtfctvhycydvf),4,6,1.5
CB595 (shmJmeel),1,4,4.0
CB595 (woody),1,1,1.0
CB596 (Awiiz),1,2,2.0
CB596 (Bendis),8,33,4.125
CB596 (FOXJOKE),1,3,3.0
CB596 (Frailty),1,1,1.0
CB596 (Ice Lake),2,2,1.0
CB596 (Imperator Princeps),1,7,7.0
CB596 (Iron),5,16,3.2
CB596 (JaceGannon),1,3,3.0
CB596 (Jimo),1,1,1.0
CB596 (Kayn),18,110,6.111111111111111
CB596 (Libra-L7),5,12,2.4
CB596 (Lleldorin),2,13,6.5
CB596 (MasterBate),1,5,5.0
CB596 (No Life with out Jesus),1,3,3.0
CB596 (Paradise Lost),1,1,1.0
CB596 (ShivasJoy),2,3,1.5
CB596 (SouthStarO5),1,1,1.0
CB596 (Spiritbox),6,59,9.833333333333334
CB596 (Star Rider II),1,6,6.0
CB597 (Activate Myriad),2,14,7.0
CB597 (Aeonx),2,24,12.0
CB597 (Banshee),4,11,2.75
CB597 (Darkhaven),2,4,2.0
CB597 (FOXJOKE),1,1,1.0
CB597 (Hellfrost),2,4,2.0
CB597 (Junko),1,7,7.0
CB597 (Level 8 Technology),2,24,12.0
CB597 (Montgomery Scott),1,2,2.0
CB597 (Sedative),1,3,3.0
CB597 (Shadow Broker),4,35,8.75
CB597 (SouthStarO5),1,2,2.0
CB597 (Undead kightkiller),1,2,2.0
CB597 (ZGMF),1,1,1.0
CB597 (huh),5,75,15.0
CB597 (try out),1,4,4.0
CB598 (Comandor_J),1,1,1.0
CB598 (Crade),2,49,24.5
CB598 (Defense magic),1,7,7.0
CB598 (Dissent),1,3,3.0
CB598 (Eia),3,14,4.666666666666667
CB598 (Ghost of Creus),4,7,1.75
CB598 (KingOfTheSouth),9,18,2.0
CB598 (Lusitano),1,1,1.0
CB598 (Nurse Elly),1,1,1.0
CB598 (Remand),1,1,1.0
CB598 (Sardakk Norr),3,13,4.333333333333333
CB598 (SouthStarO5),1,9,9.0
CB598 (Squid DM),1,3,3.0
CB598 (Vennst),1,2,2.0
CB598 (gorkg),1,1,1.0
CB598 (jeffgordon5),1,3,3.0
CB599 (Katracho1),2,18,9.0
CB599 (Noodle420),1,4,4.0
CB599 (Peach Cobler),4,9,2.25
CB599 (Peter Quill),1,6,6.0
CB599 (Spawn),1,1,1.0
CB599 (Spiritbox),2,24,12.0
CB599 (TORMENTER),1,2,2.0
CB599 (The Master Of Masks),2,6,3.0
CB599 (Trenton),1,1,1.0
CB599 (Tripitaka),1,1,1.0
CB6 (Abomni),1,4,4.0
CB6 (Badunka),9,12,1.3333333333333333
CB6 (Blohm-Voss),1,3,3.0
CB6 (Bready),1,4,4.0
CB6 (Caterpillar),1,1,1.0
CB6 (Comandor_J),1,3,3.0
CB6 (Corrupted Seeker),1,2,2.0
CB6 (Delete),1,4,4.0
CB6 (Farone2),1,1,1.0
CB6 (Frailty),3,5,1.6666666666666667
CB6 (Junko),7,10,1.4285714285714286
CB6 (Libra-L7),1,6,6.0
CB6 (Operative Nova),1,1,1.0
CB6 (Paxian Dragon),1,39,39.0
CB6 (Schwarm),2,2,1.0
CB6 (ShivasJoy),1,3,3.0
CB6 (Silent Assassin 2),1,2,2.0
CB6 (Tenshi),2,3,1.5
CB6 (Venutian-Chaos),9,20,2.2222222222222223
CB6 (dotLuna),1,1,1.0
CB6 (hellguard3),2,45,22.5
CB6 (iPod),1,15,15.0
CB6 (little dew),1,1,1.0
CB6 (ummmmmmmmm),2,51,25.5
CB60 (Battlecruiser Hero lll),1,2,2.0
CB60 (Bendis),1,5,5.0
CB60 (Computer Sheep),1,2,2.0
CB60 (Darkhaven),1,6,6.0
CB60 (Drushem1),2,7,3.5
CB60 (Gago Coutinho),1,5,5.0
CB60 (Muffasa),2,3,1.5
CB60 (Operative Nova),1,4,4.0
CB60 (Peter Quill),1,27,27.0
CB60 (ShivasJoy),1,2,2.0
CB60 (SouthStarO5 Sd),3,13,4.333333333333333
CB60 (chaser12),1,1,1.0
CB60 (eLeN),4,22,5.5
CB60 (mashal II),2,2,1.0
CB60 (passenger),6,16,2.6666666666666665
CB600 (Activate Sentry),2,2,1.0
CB600 (Amonkiu),1,3,3.0
CB600 (Arthur Dent),1,20,20.0
CB600 (Citala),1,3,3.0
CB600 (Darkhaven),2,7,3.5
CB600 (DefinitelynotDingus),7,25,3.5714285714285716
CB600 (Disconnect),1,10,10.0
CB600 (EmeraldTwilight),1,1,1.0
CB600 (Ethereal gamma),1,1,1.0
CB600 (ExtraMonty),1,4,4.0
CB600 (Government Hoover),1,2,2.0
CB600 (Habanero),1,3,3.0
CB600 (Hydronx),1,4,4.0
CB600 (Iron),24,97,4.041666666666667
CB600 (Junko),2,28,14.0
CB600 (Kaecee),5,19,3.8
CB600 (KingOfTheEast),4,17,4.25
CB600 (Laertes),1,11,11.0
CB600 (Lilin),3,27,9.0
CB600 (Paradise Lost),1,3,3.0
CB600 (Pilgrim),5,17,3.4
CB600 (Trevor),1,1,1.0
CB600 (WhyTry),1,1,1.0
CB600 (Zooz),2,13,6.5
CB600 (gorkg),1,1,1.0
CB600 (shmJmeel),1,1,1.0
CB600 (ummmmmmmmm),1,2,2.0
CB601 (ACE),1,1,1.0
CB601 (Archipelago),1,2,2.0
CB601 (BlackZZ),4,8,2.0
CB601 (Darkhaven),2,7,3.5
CB601 (FOXJOKE),1,2,2.0
CB601 (MDK),13,191,14.692307692307692
CB601 (Peach Cobler),1,1,1.0
CB601 (Rasputin),8,11,1.375
CB601 (SouthStarO5),2,50,25.0
CB601 (Still Free27),1,1,1.0
CB601 (Terrance),1,2,2.0
CB601 (TheRealTate97),1,4,4.0
CB601 (Undead kightkiller),1,5,5.0
CB601 (ada153),1,2,2.0
CB601 (jeffgordon2),1,3,3.0
CB601 (zuma),4,22,5.5
CB602 (ACE),1,6,6.0
CB602 (Abbara),1,5,5.0
CB602 (Anti Matter),5,13,2.6
CB602 (Crade),3,35,11.666666666666666
CB602 (DefinitelynotDingus),2,8,4.0
CB602 (DrPepper),1,6,6.0
CB602 (Enduros),6,44,7.333333333333333
CB602 (Good Bird),1,10,10.0
CB602 (Government Hoover),1,14,14.0
CB602 (Khaak),2,2,1.0
CB602 (Mujika),1,1,1.0
CB602 (OG Snooks),1,8,8.0
CB602 (Pilgrim),1,1,1.0
CB602 (Schwarm),2,2,1.0
CB602 (Squid DM),1,3,3.0
CB602 (Still Free27),1,1,1.0
CB602 (Typhoon),2,30,15.0
CB602 (Undead kightkiller),1,1,1.0
CB602 (ZoltanXPS),1,2,2.0
CB602 (firestarspelt2),1,1,1.0
CB602 (kez),7,19,2.7142857142857144
CB603 (Darkhaven),1,4,4.0
CB603 (Dissent),1,1,1.0
CB603 (Granger),1,3,3.0
CB603 (JaceGannon),1,1,1.0
CB603 (Just so i can post),3,33,11.0
CB603 (Marsian Mahem),1,2,2.0
CB603 (Myght Guy),3,11,3.6666666666666665
CB603 (OutTheBox),1,1,1.0
CB603 (Sandor),2,9,4.5
CB603 (Scotch Bingington),1,3,3.0
CB603 (ShivasJoy),1,2,2.0
CB603 (Still Free27),1,9,9.0
CB603 (Zeren),3,7,2.3333333333333335
CB603 (claireplane),1,23,23.0
CB603 (iPod),3,26,8.666666666666666
CB603 (snipingJmeel),2,3,1.5
CB603 (xeb0la),1,5,5.0
CB604 (Badunka),59,281,4.762711864406779
CB604 (Bantz2K14),2,12,6.0
CB604 (Bucaneer),2,5,2.5
CB604 (Darkhaven),1,1,1.0
CB604 (Eia),2,12,6.0
CB604 (Farone),2,3,1.5
CB604 (JaceGannon),1,3,3.0
CB604 (Jon Roy),6,16,2.6666666666666665
CB604 (KingOfTheEast),4,7,1.75
CB604 (LN),10,59,5.9
CB604 (Laertes),1,18,18.0
CB604 (Nalides),1,1,1.0
CB604 (ShivasJoy),2,4,2.0
CB604 (Swog18),2,5,2.5
CB604 (Swoggy),1,1,1.0
CB604 (Trouble),2,2,1.0
CB604 (UnicornFlash),4,5,1.25
CB604 (chaser12),1,4,4.0
CB604 (valkyre),8,21,2.625
CB605 (Awiiz),1,1,1.0
CB605 (Crade),12,132,11.0
CB605 (Darkhaven),1,1,1.0
CB605 (FOXJOKE),1,2,2.0
CB605 (GAT01),1,7,7.0
CB605 (HusTomten),4,4,1.0
CB605 (Khaak),1,1,1.0
CB605 (MistOfSteel),1,3,3.0
CB605 (Molt),1,5,5.0
CB605 (Snimals),1,3,3.0
CB605 (SouthStarO5),2,2,1.0
CB605 (Squid DM),1,1,1.0
CB605 (Still Free27),1,3,3.0
CB605 (Toronto),5,20,4.0
CB605 (WhyTry),1,19,19.0
CB605 (ada153),1,2,2.0
CB605 (iPod),1,10,10.0
CB606 (Dopey),15,159,10.6
CB606 (Frailty),1,1,1.0
CB606 (Jimo),1,2,2.0
CB606 (Noodle420),1,1,1.0
CB606 (SouthStarO5),2,4,2.0
CB606 (Suicidal Sid),1,3,3.0
CB606 (Terrance),3,4,1.3333333333333333
CB606 (The White Fang),1,1,1.0
CB606 (Third Peace),26,145,5.576923076923077
CB606 (Woozy),5,11,2.2
CB606 (Zena),3,13,4.333333333333333
CB606 (dotLuna),3,9,3.0
CB606 (gorkg),2,2,1.0
CB607 (-Novacaine-),1,7,7.0
CB607 (Bantz2K14),2,22,11.0
CB607 (Cheese_God),4,10,2.5
CB607 (Comandor_J),1,1,1.0
CB607 (Eia),1,3,3.0
CB607 (Fleet Master 3000),1,3,3.0
CB607 (Granger),1,2,2.0
CB607 (Hellfrost),2,15,7.5
CB607 (HighVelocityHarry),1,2,2.0
CB607 (KingOfTheNorth),8,172,21.5
CB607 (NeferpitousSquad),1,6,6.0
CB607 (SouthStarO5),1,3,3.0
CB607 (Telemachus),2,6,3.0
CB607 (Terrance),3,3,1.0
CB607 (black out),1,1,1.0
